### 01100	Metabolic pathways
enccu_2934_1:ECU09_1790	K02154
enccu_2934_1:ECU08_1520	K02146
enccu_2934_1:ECU01_0460	K05692
enccu_2934_1:ECU05_0885	K07342
enccu_2934_1:ECU10_0140	K02149
enccu_2934_1:ECU06_0190	K03661
enccu_2934_1:ECU10_1040	K02147
enccu_2934_1:ECU11_1280i	K02145
enccu_2934_1:ECU05_0405	K02150
enccu_2934_1:ECU03_1120	K02155
enccu_2934_1:ECU07_0520	K04345

### 05111	Vibrio cholerae pathogenic cycle

### 05120	Epithelial cell signaling in Helicobacter pylori infection
enccu_2934_1:ECU10_1040	K02147
enccu_2934_1:ECU11_1280i	K02145
enccu_2934_1:ECU03_1560	K04393
enccu_2934_1:ECU10_0140	K02149
enccu_2934_1:ECU06_0190	K03661
enccu_2934_1:ECU03_1120	K02155
enccu_2934_1:ECU05_0405	K02150
enccu_2934_1:ECU08_0250	K02144
enccu_2934_1:ECU03_0500	K02148
enccu_2934_1:ECU09_1790	K02154
enccu_2934_1:ECU08_1520	K02146
enccu_2934_1:ECU07_1350	K02155
enccu_2934_1:ECU03_0305	K02151

### 05130	Pathogenic Escherichia coli infection
enccu_2934_1:ECU10_0350	K04513
enccu_2934_1:ECU07_1190	K07374
enccu_2934_1:ECU03_1560	K04393
enccu_2934_1:ECU01_0460	K05692
enccu_2934_1:ECU03_0820i	K07375
enccu_2934_1:ECU03_0730	K11294

### 05132	Salmonella infection
enccu_2934_1:ECU10_0640	K10413
enccu_2934_1:ECU03_1560	K04393
enccu_2934_1:ECU01_0460	K05692

### 05131	Shigellosis
enccu_2934_1:ECU01_0460	K05692
enccu_2934_1:ECU09_1420	K12836
enccu_2934_1:ECU03_1560	K04393

### 05133	Pertussis
enccu_2934_1:ECU09_1220	K02183
enccu_2934_1:ECU10_0350	K04513

### 05134	Legionellosis
enccu_2934_1:ECU11_0540	K03283
enccu_2934_1:ECU11_0980	K08517
enccu_2934_1:ECU01_1230	K13525
enccu_2934_1:ECU03_0520	K03283
enccu_2934_1:ECU04_1100	K03231
enccu_2934_1:ECU03_1430	K07874
enccu_2934_1:ECU05_0090	K07953

### 05150	Staphylococcus aureus infection

### 05152	Tuberculosis
enccu_2934_1:ECU09_1790	K02154
enccu_2934_1:ECU08_1520	K02146
enccu_2934_1:ECU07_1350	K02155
enccu_2934_1:ECU08_0250	K02144
enccu_2934_1:ECU09_1220	K02183
enccu_2934_1:ECU10_0350	K04513
enccu_2934_1:ECU03_1120	K02155
enccu_2934_1:ECU06_0190	K03661
enccu_2934_1:ECU08_0730	K07889

### 05100	Bacterial invasion of epithelial cells
enccu_2934_1:ECU10_0350	K04513
enccu_2934_1:ECU01_0460	K05692
enccu_2934_1:ECU03_1560	K04393

### 05166	HTLV-I infection
enccu_2934_1:ECU02_1350	K06620
enccu_2934_1:ECU09_0310	K11126
enccu_2934_1:ECU02_1130	K06640
enccu_2934_1:ECU05_0980	K03357
enccu_2934_1:ECU10_0660	K11304
enccu_2934_1:ECU11_1810	K00787
enccu_2934_1:ECU04_1560	K07936
enccu_2934_1:ECU09_0430	K02327
enccu_2934_1:ECU05_0330	K02325
enccu_2934_1:ECU11_1160	K03350
enccu_2934_1:ECU03_0620	K02216
enccu_2934_1:ECU06_0150	K03353
enccu_2934_1:ECU09_0770	K02328
enccu_2934_1:ECU04_1250	K03363
enccu_2934_1:ECU07_1270	K03083
enccu_2934_1:ECU02_0140	K15306
enccu_2934_1:ECU06_1430	K03355
enccu_2934_1:ECU05_1030	K04802
enccu_2934_1:ECU07_0520	K04345
enccu_2934_1:ECU10_1430	K06062
enccu_2934_1:ECU05_0540	K08874
enccu_2934_1:ECU11_0240	K14290
enccu_2934_1:ECU04_1440	K03120
enccu_2934_1:ECU10_1210	K02324

### 05162	Measles
enccu_2934_1:ECU11_0930i	K03237
enccu_2934_1:ECU11_0340	K10144
enccu_2934_1:ECU08_1110	K14753
enccu_2934_1:ECU05_1510	K03097
enccu_2934_1:ECU11_0540	K03283
enccu_2934_1:ECU07_1270	K03083
enccu_2934_1:ECU10_1200i	K03115
enccu_2934_1:ECU08_1920	K02206
enccu_2934_1:ECU03_0520	K03283

### 05164	Influenza A
enccu_2934_1:ECU11_0240	K14290
enccu_2934_1:ECU03_0520	K03283
enccu_2934_1:ECU07_1270	K03083
enccu_2934_1:ECU11_0540	K03283
enccu_2934_1:ECU01_0460	K05692
enccu_2934_1:ECU06_1550	K14298
enccu_2934_1:ECU01_0430	K14404
enccu_2934_1:ECU11_1810	K00787
enccu_2934_1:ECU04_0120	K09523
enccu_2934_1:ECU01_0540	K14396
enccu_2934_1:ECU11_0930i	K03237

### 05161	Hepatitis B
enccu_2934_1:ECU05_1030	K04802
enccu_2934_1:ECU08_1920	K02206
enccu_2934_1:ECU03_1010	K16197
enccu_2934_1:ECU02_1350	K06620

### 05160	Hepatitis C
enccu_2934_1:ECU07_1270	K03083
enccu_2934_1:ECU05_0810	K04354
enccu_2934_1:ECU11_0930i	K03237
enccu_2934_1:ECU09_1490	K03456
enccu_2934_1:ECU04_0700	K04382

### 05168	Herpes simplex infection
enccu_2934_1:ECU03_0300	K03094
enccu_2934_1:ECU10_1200i	K03115
enccu_2934_1:ECU08_1920	K02206
enccu_2934_1:ECU04_1440	K03120
enccu_2934_1:ECU05_1510	K03097
enccu_2934_1:ECU11_0660	K06269
enccu_2934_1:ECU03_0580	K11838
enccu_2934_1:ECU11_1750	K03130
enccu_2934_1:ECU03_0290	K03006
enccu_2934_1:ECU04_0950	K03127
enccu_2934_1:ECU10_1120	K03131
enccu_2934_1:ECU11_0930i	K03237
enccu_2934_1:ECU01_1330	K03133
enccu_2934_1:ECU11_0830	K03134

### 05169	Epstein-Barr virus infection
enccu_2934_1:ECU04_1560	K07936
enccu_2934_1:ECU03_1330	K03061
enccu_2934_1:ECU05_1080	K03035
enccu_2934_1:ECU02_0480	K03032
enccu_2934_1:ECU03_0580	K11838
enccu_2934_1:ECU07_0960	K03013
enccu_2934_1:ECU06_0600	K03011
enccu_2934_1:ECU06_1100i	K03124
enccu_2934_1:ECU04_0420	K03038
enccu_2934_1:ECU07_0590	K03036
enccu_2934_1:ECU11_1960	K03039
enccu_2934_1:ECU03_0290	K03006
enccu_2934_1:ECU05_1540	K03033
enccu_2934_1:ECU10_0410	K03029
enccu_2934_1:ECU07_1750	K03015
enccu_2934_1:ECU08_0765	K03012
enccu_2934_1:ECU09_1840	K03066
enccu_2934_1:ECU04_0310	K03028
enccu_2934_1:ECU06_0350	K03137
enccu_2934_1:ECU10_0210	K03025
enccu_2934_1:ECU03_1370	K06067
enccu_2934_1:ECU10_1420	K03065
enccu_2934_1:ECU10_1200i	K03115
enccu_2934_1:ECU03_1010	K16197
enccu_2934_1:ECU05_0275	K03008
enccu_2934_1:ECU01_0600	K03027
enccu_2934_1:ECU03_0490	K03019
enccu_2934_1:ECU08_1920	K02206
enccu_2934_1:ECU07_0520	K04345
enccu_2934_1:ECU11_0590	K03020
enccu_2934_1:ECU11_1400	K03017
enccu_2934_1:ECU04_1440	K03120
enccu_2934_1:ECU07_0090	K03018
enccu_2934_1:ECU03_0520	K03283
enccu_2934_1:ECU11_0240	K14290
enccu_2934_1:ECU07_0190	K03064
enccu_2934_1:ECU07_0220	K03136
enccu_2934_1:ECU07_0840	K03016
enccu_2934_1:ECU08_0650	K03022
enccu_2934_1:ECU06_0320	K03007
enccu_2934_1:ECU10_0130	K03063
enccu_2934_1:ECU08_1970	K03063
enccu_2934_1:ECU05_1510	K03097
enccu_2934_1:ECU11_0540	K03283
enccu_2934_1:ECU10_0190	K03037
enccu_2934_1:ECU08_0320	K03014
enccu_2934_1:ECU10_0250	K03010
enccu_2934_1:ECU07_1640	K03062
enccu_2934_1:ECU07_1270	K03083
enccu_2934_1:ECU11_0570	K03030
enccu_2934_1:ECU11_0370	K03021

### 05146	Amoebiasis
enccu_2934_1:ECU08_0730	K07889
enccu_2934_1:ECU07_0520	K04345

### 05144	Malaria

### 05145	Toxoplasmosis
enccu_2934_1:ECU08_0470	K09565
enccu_2934_1:ECU03_0520	K03283
enccu_2934_1:ECU11_0540	K03283

### 05140	Leishmaniasis

### 05142	Chagas disease (American trypanosomiasis)
enccu_2934_1:ECU05_0810	K04354
enccu_2934_1:ECU04_0700	K04382
enccu_2934_1:ECU09_1490	K03456

### 05143	African trypanosomiasis

### 00312	beta-Lactam resistance

### 07011	Penicillins

### 07012	Cephalosporins - parenteral agents

### 07013	Cephalosporins - oral agents

### 07021	Aminoglycosides

### 07019	Tetracyclines

### 07020	Macrolides and ketolides

### 07014	Quinolones

### 07023	Rifamycins

### 07026	Antifungal agents

### 07044	Antivirals

### 07053	Anti-HIV agents

### 07040	Antineoplastics - alkylating agents

### 07041	Antineoplastics - antimetabolic agents

### 07042	Antineoplastics - agents from natural products

### 07043	Antineoplastics - hormones

### 07045	Antineoplastics - protein kinases inhibitors

### 07032	Hypnotics

### 07030	Anxiolytics

### 07033	Anticonvulsants

### 07015	Local analgesics

### 07039	Opioid analgesics

### 07028	Antipsychotics

### 07029	Phenothiazines

### 07031	Butyrophenones

### 07027	Antidepressants

### 07056	Agents for Alzheimer-type dementia

### 07057	Antiparkinsonian agents

### 07055	Sulfonamide derivatives - overview

### 07016	Sulfonamide derivatives - sulfa drugs

### 07017	Sulfonamide derivatives - diuretics

### 07018	Sulfonamide derivatives - hypoglycemic agents

### 07037	Antiarrhythmic drugs

### 07038	Antiulcer drugs

### 07046	Immunosuppressive agents

### 07047	Osteoporosis drugs

### 07048	Antimigraines

### 07049	Antithrombosis agents

### 07050	Antirheumatics - DMARDs and biological agents

### 07051	Antidiabetics

### 07052	Antidyslipidemic agents

### 07054	Antiglaucoma agents

### 07220	Cholinergic and anticholinergic drugs

### 07215	alpha-Adrenergic receptor agonists/antagonists

### 07214	beta-Adrenergic receptor agonists/antagonists

### 07213	Dopamine receptor agonists/antagonists

### 07212	Histamine H1 receptor antagonists

### 07227	Histamine H2/H3 receptor agonists/antagonists

### 07211	Serotonin receptor agonists/antagonists

### 07228	Eicosanoid receptor agonists/antagonists

### 07224	Opioid receptor agonists/antagonists

### 07229	Angiotensin receptor and endothelin receptor antagonists

### 07225	Glucocorticoid and meneralocorticoid receptor agonists/antagonists

### 07226	Progesterone, androgen and estrogen receptor agonists/antagonists

### 07223	Retinoic acid receptor (RAR) and retinoid X receptor (RXR) agonists/antagonists

### 07222	Peroxisome proliferator-activated receptor (PPAR) agonists

### 07221	Nicotinic cholinergic receptor antagonists

### 07230	GABA-A receptor agonists/antagonists

### 07036	Calcium channel blocking drugs

### 07231	Sodium channel blocking drugs

### 07232	Potassium channel blocking and opening drugs

### 07235	N-Metyl-D-aspartic acid receptor antagonists

### 07233	Ion transporter inhibitors

### 07234	Neurotransmitter transporter inhibitors

### 07216	Catecholamine transferase inhibitors

### 07219	Cyclooxygenase inhibitors

### 07024	HMG-CoA reductase inhibitors

### 07217	Renin-angiotensin system inhibitors

### 07218	HIV protease inhibitors

### 07025	Quinolines

### 07034	Eicosanoids

### 07035	Prostaglandins

### 07110	Benzoic acid family

### 07112	1,2-Diphenyl substitution family

### 07114	Naphthalene family

### 07117	Benzodiazepine family

