### 01100	Metabolic pathways
encin_5517_1:Eint_080240	K03014
encin_5517_1:Eint_101370	K03065
encin_5517_1:Eint_071230	K03083
encin_5517_1:Eint_070530	K03036
encin_5517_1:Eint_061030	K03124
encin_5517_1:Eint_060230	K03007
encin_5517_1:Eint_051120	K03035
encin_5517_1:Eint_110420	K03030
encin_5517_1:Eint_030180	K03006
encin_5517_1:Eint_110190	K03021
encin_5517_1:Eint_100120	K03037
encin_5517_1:Eint_071610	K03062
encin_5517_1:Eint_070910	K03013
encin_5517_1:Eint_030900	K16197
encin_5517_1:Eint_100190	K03010
encin_5517_1:Eint_101150	K03115

### 05146	Amoebiasis
encin_5517_1:Eint_080680	K07889

### 05144	Malaria

### 05145	Toxoplasmosis
encin_5517_1:Eint_080390	K09565
encin_5517_1:Eint_030430	K03283

### 05140	Leishmaniasis

### 05142	Chagas disease (American trypanosomiasis)
encin_5517_1:Eint_040640	K04382
encin_5517_1:Eint_050830	K04354
encin_5517_1:Eint_091200	K03456

### 05143	African trypanosomiasis

### 00312	beta-Lactam resistance

### 07011	Penicillins

### 07012	Cephalosporins - parenteral agents

### 07013	Cephalosporins - oral agents

### 07021	Aminoglycosides

### 07019	Tetracyclines

### 07020	Macrolides and ketolides

### 07014	Quinolones

### 07023	Rifamycins

### 07026	Antifungal agents

### 07044	Antivirals

### 07053	Anti-HIV agents

### 07040	Antineoplastics - alkylating agents

### 07041	Antineoplastics - antimetabolic agents

### 07042	Antineoplastics - agents from natural products

### 07043	Antineoplastics - hormones

### 07045	Antineoplastics - protein kinases inhibitors

### 07032	Hypnotics

### 07030	Anxiolytics

### 07033	Anticonvulsants

### 07015	Local analgesics

### 07039	Opioid analgesics

### 07028	Antipsychotics

### 07029	Phenothiazines

### 07031	Butyrophenones

### 07027	Antidepressants

### 07056	Agents for Alzheimer-type dementia

### 07057	Antiparkinsonian agents

### 07055	Sulfonamide derivatives - overview

### 07016	Sulfonamide derivatives - sulfa drugs

### 07017	Sulfonamide derivatives - diuretics

### 07018	Sulfonamide derivatives - hypoglycemic agents

### 07037	Antiarrhythmic drugs

### 07038	Antiulcer drugs

### 07046	Immunosuppressive agents

### 07047	Osteoporosis drugs

### 07048	Antimigraines

### 07049	Antithrombosis agents

### 07050	Antirheumatics - DMARDs and biological agents

### 07051	Antidiabetics

### 07052	Antidyslipidemic agents

### 07054	Antiglaucoma agents

### 07220	Cholinergic and anticholinergic drugs

### 07215	alpha-Adrenergic receptor agonists/antagonists

### 07214	beta-Adrenergic receptor agonists/antagonists

### 07213	Dopamine receptor agonists/antagonists

### 07212	Histamine H1 receptor antagonists

### 07227	Histamine H2/H3 receptor agonists/antagonists

### 07211	Serotonin receptor agonists/antagonists

### 07228	Eicosanoid receptor agonists/antagonists

### 07224	Opioid receptor agonists/antagonists

### 07229	Angiotensin receptor and endothelin receptor antagonists

### 07225	Glucocorticoid and meneralocorticoid receptor agonists/antagonists

### 07226	Progesterone, androgen and estrogen receptor agonists/antagonists

### 07223	Retinoic acid receptor (RAR) and retinoid X receptor (RXR) agonists/antagonists

### 07222	Peroxisome proliferator-activated receptor (PPAR) agonists

### 07221	Nicotinic cholinergic receptor antagonists

### 07230	GABA-A receptor agonists/antagonists

### 07036	Calcium channel blocking drugs

### 07231	Sodium channel blocking drugs

### 07232	Potassium channel blocking and opening drugs

### 07235	N-Metyl-D-aspartic acid receptor antagonists

### 07233	Ion transporter inhibitors

### 07234	Neurotransmitter transporter inhibitors

### 07216	Catecholamine transferase inhibitors

### 07219	Cyclooxygenase inhibitors

### 07024	HMG-CoA reductase inhibitors

### 07217	Renin-angiotensin system inhibitors

### 07218	HIV protease inhibitors

### 07025	Quinolines

### 07034	Eicosanoids

### 07035	Prostaglandins

### 07110	Benzoic acid family

### 07112	1,2-Diphenyl substitution family

### 07114	Naphthalene family

### 07117	Benzodiazepine family

