### 01100	Metabolic pathways
enche_5516_1:EHEL_070040	K03018
enche_5516_1:EHEL_060070	K03353
enche_5516_1:EHEL_101230	K02324
enche_5516_1:EHEL_090290	K11126
enche_5516_1:EHEL_051130	K04802
enche_5516_1:EHEL_090430	K02327
enche_5516_1:EHEL_080650	K02180
enche_5516_1:EHEL_110120	K14290
enche_5516_1:EHEL_021060	K06640
enche_5516_1:EHEL_030530	K02216
enche_5516_1:EHEL_111040	K03350
enche_5516_1:EHEL_101450	K06062
enche_5516_1:EHEL_100660	K11304
enche_5516_1:EHEL_111700	K00787
enche_5516_1:EHEL_041410	K03120
enche_5516_1:EHEL_071250	K03083
enche_5516_1:EHEL_080080	K06268
enche_5516_1:EHEL_051080	K03357
enche_5516_1:EHEL_061410	K03355
enche_5516_1:EHEL_020080	K15306
enche_5516_1:EHEL_041530	K07936
enche_5516_1:EHEL_041180	K03363
enche_5516_1:EHEL_090740	K02328

### 05162	Measles
enche_5516_1:EHEL_071250	K03083
enche_5516_1:EHEL_110170	K10144
enche_5516_1:EHEL_110810	K03237
enche_5516_1:EHEL_081100	K14753
enche_5516_1:EHEL_030430	K03283
enche_5516_1:EHEL_051640	K03097
enche_5516_1:EHEL_081880	K02206
enche_5516_1:EHEL_101220	K03115

### 05164	Influenza A
enche_5516_1:EHEL_030430	K03283
enche_5516_1:EHEL_071250	K03083
enche_5516_1:EHEL_061540	K14298
enche_5516_1:EHEL_111700	K00787
enche_5516_1:EHEL_110810	K03237
enche_5516_1:EHEL_040030	K09523
enche_5516_1:EHEL_010400	K14396
enche_5516_1:EHEL_010290	K14404
enche_5516_1:EHEL_110120	K14290

### 05161	Hepatitis B
enche_5516_1:EHEL_051130	K04802
enche_5516_1:EHEL_081880	K02206
enche_5516_1:EHEL_021280	K06620
enche_5516_1:EHEL_030910	K16197

### 05160	Hepatitis C
enche_5516_1:EHEL_091170	K03456
enche_5516_1:EHEL_071250	K03083
enche_5516_1:EHEL_040600	K04382
enche_5516_1:EHEL_110810	K03237
enche_5516_1:EHEL_050890	K04354

### 05168	Herpes simplex infection
enche_5516_1:EHEL_030170	K03006
enche_5516_1:EHEL_030490	K11838
enche_5516_1:EHEL_111640	K03130
enche_5516_1:EHEL_030180	K03094
enche_5516_1:EHEL_040870	K03127
enche_5516_1:EHEL_110540	K06269
enche_5516_1:EHEL_110810	K03237
enche_5516_1:EHEL_110710	K03134
enche_5516_1:EHEL_041410	K03120
enche_5516_1:EHEL_011240	K03133
enche_5516_1:EHEL_101220	K03115
enche_5516_1:EHEL_081880	K02206
enche_5516_1:EHEL_101140	K03131
enche_5516_1:EHEL_051640	K03097

### 05169	Epstein-Barr virus infection
enche_5516_1:EHEL_111290	K03017
enche_5516_1:EHEL_071730	K03015
enche_5516_1:EHEL_070170	K03136
enche_5516_1:EHEL_080240	K03014
enche_5516_1:EHEL_030910	K16197
enche_5516_1:EHEL_100200	K03025
enche_5516_1:EHEL_030400	K03019
enche_5516_1:EHEL_051670	K03033
enche_5516_1:EHEL_031250	K03061
enche_5516_1:EHEL_060280	K03137
enche_5516_1:EHEL_101220	K03115
enche_5516_1:EHEL_081880	K02206
enche_5516_1:EHEL_101440	K03065
enche_5516_1:EHEL_050310	K03008
enche_5516_1:EHEL_100100	K03063
enche_5516_1:EHEL_110120	K14290
enche_5516_1:EHEL_110460	K03020
enche_5516_1:EHEL_110440	K03030
enche_5516_1:EHEL_051640	K03097
enche_5516_1:EHEL_061040	K03124
enche_5516_1:EHEL_080600	K03022
enche_5516_1:EHEL_040240	K03028
enche_5516_1:EHEL_070560	K03036
enche_5516_1:EHEL_030170	K03006
enche_5516_1:EHEL_100170	K03037
enche_5516_1:EHEL_100420	K03029
enche_5516_1:EHEL_030490	K11838
enche_5516_1:EHEL_071620	K03062
enche_5516_1:EHEL_030430	K03283
enche_5516_1:EHEL_070140	K03064
enche_5516_1:EHEL_031290	K06067
enche_5516_1:EHEL_060550	K03011
enche_5516_1:EHEL_040340	K03038
enche_5516_1:EHEL_070810	K03016
enche_5516_1:EHEL_091880	K03066
enche_5516_1:EHEL_070040	K03018
enche_5516_1:EHEL_110200	K03021
enche_5516_1:EHEL_111850	K03039
enche_5516_1:EHEL_010470	K03027
enche_5516_1:EHEL_100240	K03010
enche_5516_1:EHEL_041530	K07936
enche_5516_1:EHEL_081920	K03063
enche_5516_1:EHEL_070940	K03013
enche_5516_1:EHEL_080730	K03012
enche_5516_1:EHEL_060250	K03007
enche_5516_1:EHEL_041410	K03120
enche_5516_1:EHEL_051180	K03035
enche_5516_1:EHEL_071250	K03083
enche_5516_1:EHEL_020400	K03032

### 05146	Amoebiasis
enche_5516_1:EHEL_080690	K07889

### 05144	Malaria

### 05145	Toxoplasmosis
enche_5516_1:EHEL_030430	K03283

### 05140	Leishmaniasis

### 05142	Chagas disease (American trypanosomiasis)
enche_5516_1:EHEL_050890	K04354
enche_5516_1:EHEL_091170	K03456
enche_5516_1:EHEL_040600	K04382

### 05143	African trypanosomiasis

### 00312	beta-Lactam resistance

### 07011	Penicillins

### 07012	Cephalosporins - parenteral agents

### 07013	Cephalosporins - oral agents

### 07021	Aminoglycosides

### 07019	Tetracyclines

### 07020	Macrolides and ketolides

### 07014	Quinolones

### 07023	Rifamycins

### 07026	Antifungal agents

### 07044	Antivirals

### 07053	Anti-HIV agents

### 07040	Antineoplastics - alkylating agents

### 07041	Antineoplastics - antimetabolic agents

### 07042	Antineoplastics - agents from natural products

### 07043	Antineoplastics - hormones

### 07045	Antineoplastics - protein kinases inhibitors

### 07032	Hypnotics

### 07030	Anxiolytics

### 07033	Anticonvulsants

### 07015	Local analgesics

### 07039	Opioid analgesics

### 07028	Antipsychotics

### 07029	Phenothiazines

### 07031	Butyrophenones

### 07027	Antidepressants

### 07056	Agents for Alzheimer-type dementia

### 07057	Antiparkinsonian agents

### 07055	Sulfonamide derivatives - overview

### 07016	Sulfonamide derivatives - sulfa drugs

### 07017	Sulfonamide derivatives - diuretics

### 07018	Sulfonamide derivatives - hypoglycemic agents

### 07037	Antiarrhythmic drugs

### 07038	Antiulcer drugs

### 07046	Immunosuppressive agents

### 07047	Osteoporosis drugs

### 07048	Antimigraines

### 07049	Antithrombosis agents

### 07050	Antirheumatics - DMARDs and biological agents

### 07051	Antidiabetics

### 07052	Antidyslipidemic agents

### 07054	Antiglaucoma agents

### 07220	Cholinergic and anticholinergic drugs

### 07215	alpha-Adrenergic receptor agonists/antagonists

### 07214	beta-Adrenergic receptor agonists/antagonists

### 07213	Dopamine receptor agonists/antagonists

### 07212	Histamine H1 receptor antagonists

### 07227	Histamine H2/H3 receptor agonists/antagonists

### 07211	Serotonin receptor agonists/antagonists

### 07228	Eicosanoid receptor agonists/antagonists

### 07224	Opioid receptor agonists/antagonists

### 07229	Angiotensin receptor and endothelin receptor antagonists

### 07225	Glucocorticoid and meneralocorticoid receptor agonists/antagonists

### 07226	Progesterone, androgen and estrogen receptor agonists/antagonists

### 07223	Retinoic acid receptor (RAR) and retinoid X receptor (RXR) agonists/antagonists

### 07222	Peroxisome proliferator-activated receptor (PPAR) agonists

### 07221	Nicotinic cholinergic receptor antagonists

### 07230	GABA-A receptor agonists/antagonists

### 07036	Calcium channel blocking drugs

### 07231	Sodium channel blocking drugs

### 07232	Potassium channel blocking and opening drugs

### 07235	N-Metyl-D-aspartic acid receptor antagonists

### 07233	Ion transporter inhibitors

### 07234	Neurotransmitter transporter inhibitors

### 07216	Catecholamine transferase inhibitors

### 07219	Cyclooxygenase inhibitors

### 07024	HMG-CoA reductase inhibitors

### 07217	Renin-angiotensin system inhibitors

### 07218	HIV protease inhibitors

### 07025	Quinolines

### 07034	Eicosanoids

### 07035	Prostaglandins

### 07110	Benzoic acid family

### 07112	1,2-Diphenyl substitution family

### 07114	Naphthalene family

### 07117	Benzodiazepine family

